text,label
"Dear Valued Card Holder,  Under the guidance of South African credit card authorities, It is advisable for all cardholders to register their FNB cards on the new security platform to avoid your account been compromised or disabled. To reactivate your credit / debit card, Please click on your profile attached below and follow the instructions.  REACTIVATE / REGISTER YOUR FNB CARD ATTACHED HERE.   *NOTE: If you do not do this, your credit card will be suspended*  Copyright © 2018 Inter-switch Limited  Thank you.  Administrator.  Please do NOT reply to this message as it is sent from an unattended mailbox.          Dear Valued Card Holder, Under the guidance of South African credit card authorities, It is advisable for all cardholders to register their FNB cards on the new security platform to avoid your account been compromised or disabled. To reactivate your credit / debit card, Please click on your profile attached below and follow the instructions. REACTIVATE / REGISTER YOUR FNB CARD ATTACHED HERE.  *NOTE: If you do not do this, your credit card will be suspended* Copyright © 2018 Inter-switch Limited Thank you. Administrator. Please do NOT reply to this message as it is sent from an unattended mailbox.",1
"Dear user@service.com,

We detected unusual activity on your account from a new device at 3:14 AM. If this was not you, verify your account immediately to prevent suspension.",1
"dear louise ,
thank you for using register . com to submit
jpmorganenergy . com for registration .
a host of helpful register . com tools and services come with
jpmorganenergy . com .
take advantage of the following at no additional charge :
- a 3 page web site with our firststepsite ( tm ) tool !
http : / / www . firststepsite . com /
- a personalized email account
http : / / www . register . com / email - services /
- url forwarding through firststepportal ( tm )
http : / / www . register . com / url - jump . cgi
- superior customer support , 24 hours a day , 7 days a week .
submit inquiries to :
in addition , register . com is pleased to offer many valuable
services to help extend your online presence :
- - - - promote your site - - - -
submit your web site to over 500 search engines automatically
with our easy site submit service . do it today at
http : / / www . register . com / site - jump . cgi
- - - - distinguish your brand - - -
the new specialized domain name extensions allow you to
enhance your internet presence by indicating your
organization ' s specialty : for example ,
jpmorganenergy . biz would identify a small business ,
while jpmorganenergy . info would distinguish an
informational site . to find out
more about . pro , . biz , . info and . name , go to :
http : / / www . register . com / tldrequests /
- - - - go global - - - -
register domain names in foreign language character sets ,
including japanese , chinese , french , german , spanish and over
40 other languages .
go to http : / / ml . register . com / to register .
- - - - protect your name - - - -
register . com will help you protect your . com , . net or . org
name with saferenew ( tm ) automatic domain renewal service . we
will notify you when your name is up for expiration , and if
you can ' t get back to us before that date , we will attempt to
automatically renew your name for a one - year term .
please make sure that your billing information is up to date ,
as you will need a valid credit card on record to take
advantage of this service . when we renew your name we will
automatically charge your credit card on file at the current
renewal price .
for more information about renewing your domain name or to
disable your saferenew service , go to :
http : / / www . register . com / faq / renewal . cgi
questions or comments ? please visit us at
http : / / www . register . com / faq / or submit your comments to us at
we thank you for using register . com , the first step on the
web ( tm ) .
best wishes ,
david hirschler
general manager , vice president
retail division
register . com , inc .
http : / / www . register . com",0
"Dear Member     Recently, we discovered unusual activity or updates on your Account that we believe may be unauthorized.     For your protection, we have temporarily restricted the use of this Account until you verify the activity;     You will not be able to use the Credit / Debit Card linked to this Account for withdrawals or purchases until we hear from you.  What you need to do;     Follow the link below to have your account details verified and your access restored.      [ Get Started ]( https://atlantiscopper.com/new/secc/?id=wells )      Before you proceed, kindly make sure your debit/credit card is within your reach, as you will be required to verify your card details.   Sincerely,    0nline Team 2020 Dear Member   Recently, we discovered unusual activity or updates on your Account that we believe may be unauthorized.    For your protection, we have temporarily restricted the use of this Account until you verify the activity;    You will not be able to use the Credit / Debit Card linked to this Account for withdrawals or purchases until we hear from you.  What you need to do;   Follow the link below to have your account details verified and your access restored.    Get Started    Before you proceed, kindly make sure your debit/credit card is within your reach, as you will be required to verify your card details.   Sincerely,    0nline Team 2020",1
"All email users are to click on this link:http://inverbrujasltda.cl/rof/wp.html to upgrade their mail quota within 24hrs

",1
"louise :
the base model was too large to send via e - mail , so i placed it into the common directory located at o : \\ _ dropbox \\ dodger . the file name is cash _ brooklynnavyyard _ 070601 , v 4 . if you need help pulling it out of the dropbox , give me a call and i will walk upstairs to bring it up .
i also included the model output from power commodity structuring ' s analysis of the transaction upsides . attached is a draft of the dash ( please note rac has not officially signed off ) . please let me know if you would like to see anything else .
thanks -
bill",0
"Subject: Mailbox Access Suspension Notice

ID: alex.johnson@company.com

Dear alex.johnson@company.com,

Your mailbox access has been restricted due to multiple failed login attempts detected on 04/08/2026 at 02:17 AM.

To prevent permanent suspension, you must verify your account immediately. Failure to do so will result in loss of access to incoming and stored messages.

Please confirm your account details now to restore full functionality.

CLICK HERE TO VERIFY

IT Support Team",1
"jeff ,
i am sending you a draft of the outline of the course on energy derivatives .
i would appreciate your comments before i finalize it .
by the way , did we agree on the time schedule for the class ?
tuesday or thursday evening would work for me .
vince",0
"Subject: Updated Project Timeline

Hi team,

I�ve attached the updated timeline for the project. Please review it when you have a chance and share any feedback by the end of the week.

Best,  
Jordan",0
"if you have any questions
i ' m sure you guys have this , but i ' ve been on vacation and wanted to make
sure you all got it .
beverly
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 12 / 28 / 2000 07 : 09
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" victor haley ""
12 / 19 / 2000 05 : 19 pm
to :
cc :
subject : january , 2001 devon availabilities . please call me at 405 - 228 - 4298
if you have any questions
january , 2001 devon availabilities . please call me at 405 - 228 - 4298 if you
have any questions
- enronavailsol 01 . xls",0
"in an effort to be more proactive , we have contacted each supervisor , whose
employee received a "" needs improvement "" ranking . we have recommended that the
supervisor do the following :
assess the employee ' s performance
determine if the employee has improved or still needs improvement
prepare the necessary background material to present at prc for
improved / non - improved employees
ensure supervisor is able to share specific examples about the improved
employee ( i . e . , accomplishments , contributions or positive customer feedback )
document and contact human resources for "" needs improvement "" employees
address chronic or poor performers immediately ; not wait until the prc process
i have attached for your review a summary report . the report contains a list
of "" needs improvement "" employees and their status . please let me know if you
have any questions .
regards ,
frank dejesus",0
"hi guys ,
i was hoping one of you could help me solve a deal . . . . .
the following is my understanding of what happened :
on 5 - 2 - 01 ( wednesday ) , conagra called epmi ' s scheduling group about a cut to a day - ahead schedule for he 7 .
cara took the call and told conagra that the cut had to be done real - time because it was the day of flow .
cara transferred the call to real time .
i was wondering if any of you took a call regarding a cut for he 7 to one of our schedules going to conagra ? ( it must have been somewhere at the very beginning of your shift ) . conagra says they talked to a male real time .
i find no cut information in the discussion database or in writing and no cuts in enpower . unfortunately , i cannot check the lotus notes schedule information in the database because this day is one of the days that is missing .
conagra is charging us $ 6 , 625 . 00 ld ' s for having to resupply themselves . i ' ve asked them to pull their tapes and tell me who they talked to epmi real time . just thought i ' d get the story from our side in the mean time .
thanks in advance for any help you can provide .
virginia",0
"Verify Your Account Dear member, you need to take action to restore your Amazon. Until you do, your access is closed.          What's going on?            We noticed some unusual activity on your Amazon account and are concerned about potential unauthorized account access.          What do I need to do?Follow the link below or         click here  and complete the steps required to re-secure and validate your account.        Thank you for your loyalty.",1
"Account Notice: john.doe@mail.com

Your mailbox has exceeded its storage limit and will stop receiving messages immediately. Click below to upgrade your storage and continue using your account.",1
"Payment Failed � david@service.com

We were unable to process your recent payment. Your subscription will be cancelled unless you update your billing information immediately.",1
"lavo memo yeah , $ 750 and $ 750 for a total of $ 1 . 5 m or has number changed ? appears lavo has stolen my copy of the spreadsheet .
david
- - - - - original message - - - - -
from : kitchen , louise
sent : wednesday , january 02 , 2002 9 : 25 am
to : oxley , david
subject : re : bonus prc
can you get me the calger letter done ?
- - - - - - - - - - - - - - - - - - - - - - - - - -
sent from my blackberry wireless handheld",0
"Dear customer,

Your account has been temporarily blocked due to security reasons. Verify your identity now to regain access.",1
